	qid	docid
9286	5053	459152
9287	5054	28119
9288	5055	465905
9289	5056	307131
9290	5056	268049
9291	5057	41293
9292	5057	455488
9293	5059	554856
9294	5059	585790
9295	5059	493580
9296	5060	415976
9297	5060	388899
9298	5061	23747
9299	5062	57305
9300	5062	260569
9301	5063	454072
9302	5064	2003
9303	5064	192811
9304	5065	106578
9305	5065	331553
9306	5065	59670
9307	5066	424079
9308	5067	547301
9309	5068	364138
9310	5069	489480
9311	5070	373691
9312	5070	594051
9313	5070	547558
9314	5070	483185
9315	5070	489729
9316	5070	252019
9317	5070	256362
9318	5071	85783
9319	5072	487776
9320	5073	286335
9321	5075	457395
9322	5075	75510
9323	5075	580661
9324	5076	116963
9325	5077	259948
9326	5078	403559
9327	5078	150543
9328	5079	327700
9329	5079	98920
9330	5080	256055
9331	5081	353915
9332	5081	15262
9333	5082	334909
9334	5082	160030
9335	5083	305509
9336	5083	138845
9337	5084	55820
9338	5085	102436
9339	5086	96606
9340	5087	470117
9341	5087	133120
9342	5087	211713
9343	5088	115079
9344	5089	256693
9345	5090	436493
9346	5090	12988
9347	5091	145143
9348	5091	37987
9349	5091	87675
9350	5092	457956
9351	5093	457532
9352	5094	127958
9353	5094	138352
9354	5096	294838
9355	5097	572420
9356	5098	194240
9357	5098	317803
9358	5099	397081
9359	5100	351011
9360	5100	355319
9361	5101	561924
9362	5101	258419
9363	5101	134270
9364	5101	275084
9365	5102	380786
9366	5102	591704
9367	5102	356515
9368	5102	105567
9369	5103	301604
9370	5104	190603
9371	5104	410590
9372	5104	184208
9373	5104	39247
9374	5105	392503
9375	5105	413169
9376	5105	208645
9377	5106	443134
9378	5106	444931
9379	5108	472014
9380	5109	32282
9381	5109	287567
9382	5109	584801
9383	5109	210605
9384	5110	281533
9385	5111	222476
9386	5113	282565
9387	5114	192602
9388	5114	581697
9389	5114	405352
9390	5114	453627
9391	5115	82809
9392	5115	466161
9393	5116	504612
9394	5116	466950
9395	5116	92462
9396	5118	515645
9397	5118	172452
9398	5118	571116
9399	5119	414505
9400	5119	399345
9401	5119	124368
9402	5119	453521
9403	5120	517377
9404	5120	547142
9405	5120	515083
9406	5120	507776
9407	5120	222835
9408	5121	107727
9409	5121	552533
9410	5121	438148
9411	5122	495383
9412	5122	568220
9413	5124	413423
9414	5124	437465
9415	5124	255463
9416	5125	318728
9417	5126	264586
9418	5127	549380
9419	5127	490100
9420	5128	285029
9421	5129	66649
9422	5131	283917
9423	5131	105140
9424	5131	122807
9425	5131	467195
9426	5132	325587
9427	5132	579165
9428	5134	158523
9429	5134	206727
9430	5135	210180
9431	5137	257060
9432	5139	367026
9433	5139	88214
9434	5141	168440
9435	5142	154714
9436	5143	114022
9437	5143	263321
9438	5145	9286
9439	5145	41675
9440	5145	176699
9441	5145	232932
9442	5145	73286
9443	5145	247005
9444	5147	595287
9445	5147	326948
9446	5147	384855
9447	5148	408865
9448	5148	581251
9449	5148	473883
9450	5149	182772
9451	5150	229937
9452	5151	51497
9453	5151	527958
9454	5152	257833
9455	5153	585332
9456	5153	329674
9457	5155	462892
9458	5156	343748
9459	5158	29828
9460	5158	4153
9461	5158	467830
9462	5158	212540
9463	5158	222921
9464	5159	514793
9465	5159	498444
9466	5160	5644
9467	5160	469515
9468	5165	368698
9469	5165	409537
9470	5165	473949
9471	5165	103584
9472	5165	451501
9473	5165	491629
9474	5165	76107
9475	5166	88417
9476	5166	305758
9477	5167	130695
9478	5168	477357
9479	5168	526159
9480	5169	524649
9481	5172	529418
9482	5172	539165
9483	5174	260078
9484	5174	289526
9485	5175	587267
9486	5177	30316
9487	5178	240261
9488	5178	561056
9489	5178	111815
9490	5178	393833
9491	5178	39819
9492	5179	26846
9493	5179	66794
9494	5180	428900
9495	5183	287398
9496	5183	494808
9497	5183	244104
9498	5184	556519
9499	5185	210236
9500	5185	317354
9501	5187	363748
9502	5187	203334
9503	5188	278643
9504	5188	231412
9505	5188	430900
9506	5189	446214
9507	5191	366541
9508	5192	307173
9509	5193	565698
9510	5194	265404
9511	5195	525557
9512	5195	524018
9513	5195	71082
9514	5195	472200
9515	5195	125195
9516	5195	439995
9517	5196	172128
9518	5196	565745
9519	5196	114829
9520	5197	256587
9521	5198	80289
9522	5201	533589
9523	5202	433490
9524	5203	444546
9525	5203	185217
9526	5204	364394
9527	5204	365476
9528	5205	176640
9529	5205	122525
9530	5206	563030
9531	5206	287157
9532	5206	28230
9533	5206	201982
9534	5206	117276
9535	5206	300660
9536	5207	192379
9537	5210	208860
9538	5210	327544
9539	5210	72736
9540	5210	205196
9541	5211	6245
9542	5211	349545
9543	5211	421987
9544	5211	527148
9545	5211	562045
9546	5212	442906
9547	5215	100566
9548	5218	512895
9549	5219	420018
9550	5219	396817
9551	5219	429153
9552	5219	56867
9553	5219	306834
9554	5219	287857
9555	5222	242663
9556	5222	351833
9557	5222	447562
9558	5223	97852
9559	5223	283374
9560	5224	335222
9561	5224	128772
9562	5224	599725
9563	5225	591079
9564	5227	447066
9565	5227	105596
9566	5228	232451
9567	5231	146188
9568	5232	316866
9569	5232	32127
9570	5233	481859
9571	5233	544070
9572	5235	205098
9573	5235	100124
9574	5235	386996
9575	5236	277003
9576	5236	12247
9577	5237	592892
9578	5237	516361
9579	5238	166054
9580	5238	84896
9581	5238	53669
9582	5239	154681
9583	5240	435798
9584	5241	376123
9585	5241	234286
9586	5241	322157
9587	5241	344740
9588	5241	27489
9589	5242	531408
9590	5242	310743
9591	5243	317666
9592	5244	188756
9593	5245	121798
9594	5246	189145
9595	5246	321786
9596	5246	259194
9597	5246	168301
9598	5246	281727
9599	5247	378972
9600	5247	490384
9601	5251	91477
9602	5251	536059
9603	5251	102811
9604	5252	221477
9605	5252	76457
9606	5252	561850
9607	5252	328182
9608	5252	378427
9609	5254	392851
9610	5254	402466
9611	5255	75112
9612	5255	330453
9613	5255	412830
9614	5257	417501
9615	5257	514238
9616	5257	62222
9617	5257	123358
9618	5257	355310
9619	5258	404911
9620	5258	483564
9621	5260	505977
9622	5260	571804
9623	5263	31189
9624	5264	371720
9625	5264	52579
9626	5264	505694
9627	5264	431814
9628	5264	576564
9629	5266	161861
9630	5266	212265
9631	5268	500288
9632	5268	156194
9633	5270	171831
9634	5270	3283
9635	5270	423177
9636	5270	359252
9637	5270	164454
9638	5270	543227
9639	5270	263829
9640	5271	58599
9641	5271	221439
9642	5271	67663
9643	5272	132994
9644	5272	67816
9645	5272	572061
9646	5272	387702
9647	5274	314235
9648	5275	3669
9649	5275	450256
9650	5275	338909
9651	5278	135022
9652	5280	109025
9653	5280	293464
9654	5280	222232
9655	5280	487179
9656	5283	136283
9657	5283	372677
9658	5284	138790
9659	5284	380759
9660	5284	132219
9661	5286	476260
9662	5286	532616
9663	5288	229563
9664	5288	106319
9665	5288	582829
9666	5289	440073
9667	5290	211444
9668	5290	526377
9669	5290	384850
9670	5291	480400
9671	5291	52882
9672	5292	20994
9673	5292	232736
9674	5292	124298
9675	5292	274733
9676	5294	482755
9677	5294	42129
9678	5294	472915
9679	5295	201317
9680	5296	404222
9681	5297	333605
9682	5299	577542
9683	5303	555581
9684	5303	578885
9685	5306	471322
9686	5306	314826
9687	5306	296401
9688	5310	256195
9689	5310	75715
9690	5313	91788
9691	5313	242022
9692	5313	562282
9693	5315	477316
9694	5315	15988
9695	5317	360089
9696	5318	199397
9697	5320	94858
9698	5321	81865
9699	5323	323469
9700	5324	20810
9701	5324	185983
9702	5325	366841
9703	5325	583912
9704	5325	281707
9705	5326	341712
9706	5326	185612
9707	5327	3566
9708	5327	153104
9709	5327	590874
9710	5328	482638
9711	5329	180899
9712	5329	219934
9713	5329	185118
9714	5329	391965
9715	5330	58553
9716	5331	200784
9717	5333	490991
9718	5334	317160
9719	5335	229803
9720	5335	492578
9721	5335	428973
9722	5335	234148
9723	5337	566382
9724	5341	328821
9725	5341	464296
9726	5343	2860
9727	5346	129862
9728	5347	352930
9729	5348	472646
9730	5348	76053
9731	5348	321647
9732	5349	430441
9733	5349	180003
9734	5350	489045
9735	5350	352908
9736	5350	489724
9737	5350	332674
9738	5350	487726
9739	5351	6068
9740	5351	325296
9741	5352	297215
9742	5355	374224
9743	5356	279785
9744	5356	71553
9745	5356	381362
9746	5356	312405
9747	5356	562259
9748	5357	526015
9749	5357	78249
9750	5357	229271
9751	5357	423034
9752	5357	255739
9753	5359	492965
9754	5359	18689
9755	5360	562166
9756	5364	207473
9757	5364	571218
9758	5364	353081
9759	5364	191741
9760	5364	428236
9761	5364	451782
9762	5367	410327
9763	5367	487354
9764	5367	590614
9765	5367	285780
9766	5368	453301
9767	5368	116617
9768	5368	214749
9769	5368	77939
9770	5368	147437
9771	5369	171339
9772	5369	44223
9773	5370	268078
9774	5370	138679
9775	5370	337286
9776	5371	131906
9777	5371	278671
9778	5373	291614
9779	5373	260043
9780	5373	33304
9781	5374	152688
9782	5376	294297
9783	5377	270027
9784	5379	213242
9785	5379	429012
9786	5380	549254
9787	5381	123053
9788	5382	86383
9789	5383	369463
9790	5383	503079
9791	5383	287630
9792	5383	481176
9793	5384	44059
9794	5384	497928
9795	5384	380056
9796	5384	120447
9797	5385	50081
9798	5385	152003
9799	5385	445353
9800	5387	456588
9801	5387	583918
9802	5387	595317
9803	5387	144111
9804	5388	390864
9805	5388	438419
9806	5389	522839
9807	5390	580331
9808	5390	77149
9809	5391	107934
9810	5395	289402
9811	5397	231081
9812	5397	21111
9813	5398	252082
9814	5401	473692
9815	5402	491350
9816	5402	227485
9817	5405	239167
9818	5405	337823
9819	5405	66122
9820	5405	527581
9821	5405	460530
9822	5406	217521
9823	5406	343206
9824	5406	47973
9825	5406	485243
9826	5407	64961
9827	5407	596821
9828	5407	218326
9829	5407	118232
9830	5407	214935
9831	5407	111076
9832	5408	50742
9833	5408	49510
9834	5410	13975
9835	5410	507813
9836	5410	368802
9837	5412	543365
9838	5412	273735
9839	5412	213713
9840	5412	584998
9841	5413	366824
9842	5413	30388
9843	5413	276854
9844	5413	203626
9845	5413	190169
9846	5413	98140
9847	5413	17269
9848	5413	576001
9849	5413	35651
9850	5415	431389
9851	5415	145870
9852	5418	113457
9853	5418	309037
9854	5418	168703
9855	5422	273906
9856	5422	79517
9857	5422	151973
9858	5422	13513
9859	5425	465648
9860	5425	225874
9861	5427	200603
9862	5427	323284
9863	5428	386299
9864	5429	426157
9865	5429	185809
9866	5429	285259
9867	5429	169074
9868	5432	74517
9869	5432	451421
9870	5432	338724
9871	5433	211503
9872	5433	151554
9873	5433	196432
9874	5433	357626
9875	5434	299811
9876	5434	597265
9877	5434	26655
9878	5435	349237
9879	5435	132356
9880	5435	587752
9881	5437	190225
9882	5437	22807
9883	5437	179960
9884	5439	153315
9885	5439	9216
9886	5440	314669
9887	5440	537982
9888	5440	181069
9889	5440	294311
9890	5440	85117
9891	5440	361929
9892	5446	480121
9893	5451	295355
9894	5451	391370
9895	5453	534587
9896	5454	510061
9897	5454	571990
9898	5455	515383
9899	5455	403749
9900	5458	118491
9901	5458	371758
9902	5460	93248
9903	5460	184337
9904	5460	21174
9905	5460	108514
9906	5460	463885
9907	5461	110081
9908	5461	200297
9909	5462	437614
9910	5463	233254
9911	5464	350399
9912	5464	294549
9913	5464	86691
9914	5465	211451
9915	5465	424125
9916	5465	94317
9917	5466	267215
9918	5466	52065
9919	5467	244084
9920	5468	580133
9921	5468	189341
9922	5471	457811
9923	5471	384265
9924	5471	285466
9925	5471	367071
9926	5477	61030
9927	5477	496050
9928	5477	19837
9929	5477	305863
9930	5479	574678
9931	5479	464500
9932	5479	307895
9933	5480	595850
9934	5480	114057
9935	5483	295993
9936	5483	188855
9937	5483	71230
9938	5485	270539
9939	5485	357127
9940	5485	49168
9941	5485	260305
9942	5487	327428
9943	5488	419397
9944	5488	550648
9945	5489	408995
9946	5489	519167
9947	5489	500338
9948	5489	8653
9949	5489	192912
9950	5491	24979
9951	5492	39263
9952	5492	5334
9953	5492	440802
9954	5492	509108
9955	5492	320183
9956	5493	329849
9957	5495	206527
9958	5496	58353
9959	5497	86627
9960	5497	324697
9961	5497	210257
9962	5499	394748
9963	5500	433744
9964	5500	461948
9965	5500	32520
9966	5500	517440
9967	5501	454842
9968	5503	146277
9969	5503	64279
9970	5504	322587
9971	5504	357553
9972	5504	97473
9973	5504	436793
9974	5504	350588
9975	5504	269817
9976	5505	100387
9977	5507	59540
9978	5507	131723
9979	5508	509939
9980	5509	341947
9981	5509	304952
9982	5509	265239
9983	5509	43556
9984	5509	192079
9985	5511	169893
9986	5511	107898
9987	5511	529123
9988	5511	560325
9989	5511	478426
9990	5511	383193
9991	5511	114303
9992	5511	278699
9993	5511	12746
9994	5511	51873
9995	5512	511135
9996	5513	442230
9997	5513	44063
9998	5513	117429
9999	5513	193641
10000	5515	564420
10001	5517	518967
10002	5517	53092
10003	5517	138403
10004	5517	323647
10005	5519	13718
10006	5521	221747
10007	5522	213328
10008	5522	186730
10009	5524	231737
10010	5525	387400
10011	5525	380263
10012	5525	408628
10013	5525	476960
10014	5525	34306
10015	5525	480155
10016	5525	563508
10017	5526	595029
10018	5526	445163
10019	5527	394905
10020	5527	433066
10021	5528	468104
10022	5530	408058
10023	5530	495717
10024	5532	65137
10025	5532	178278
10026	5534	423272
10027	5534	421136
10028	5537	300391
10029	5537	286535
10030	5537	78336
10031	5537	320044
10032	5538	38726
10033	5538	465971
10034	5538	201771
10035	5539	594755
10036	5539	107729
10037	5540	142059
10038	5540	98816
10039	5542	322293
10040	5544	125811
10041	5545	548718
10042	5545	40414
10043	5548	291949
10044	5548	551934
10045	5548	235298
10046	5549	286227
10047	5549	309361
10048	5552	434279
10049	5552	550783
10050	5552	539539
10051	5554	149692
10052	5554	159983
10053	5554	486965
10054	5555	164605
10055	5555	76954
10056	5556	307465
10057	5558	477162
10058	5561	501739
10059	5561	185107
10060	5561	427713
10061	5561	185686
10062	5561	264010
10063	5561	172761
10064	5561	564358
10065	5561	129567
10066	5562	308962
10067	5562	479781
10068	5562	545061
10069	5562	140883
10070	5562	320445
10071	5562	182334
10072	5563	497436
10073	5563	67137
10074	5563	491285
10075	5564	96250
10076	5566	140769
10077	5566	49312
10078	5566	169754
10079	5567	408307
10080	5568	286461
10081	5568	98013
10082	5568	262885
10083	5568	113650
10084	5568	119699
10085	5569	389077
10086	5570	367930
10087	5570	92397
10088	5570	190873
10089	5571	30006
10090	5574	71511
10091	5574	189874
10092	5574	559436
10093	5574	121240
10094	5574	412965
10095	5574	294810
10096	5574	548705
10097	5576	592665
10098	5577	385086
10099	5577	489091
10100	5577	455851
10101	5577	331085
10102	5577	292718
10103	5577	70885
10104	5579	327115
10105	5580	284865
10106	5581	133054
10107	5582	478710
10108	5583	245779
10109	5583	202054
10110	5585	300117
10111	5586	164555
10112	5587	205742
10113	5587	215225
10114	5588	207368
10115	5589	221627
10116	5589	395650
10117	5589	227669
10118	5590	456064
10119	5590	259450
10120	5590	593976
10121	5591	185531
10122	5591	223502
10123	5591	447034
10124	5592	355241
10125	5596	438449
10126	5597	567916
10127	5599	224366
10128	5600	29571
10129	5600	444134
10130	5600	258559
10131	5601	290841
10132	5601	489486
10133	5601	49838
10134	5605	97446
10135	5606	253319
10136	5606	491090
10137	5606	465256
10138	5606	333623
10139	5606	172722
10140	5608	344950
10141	5609	107579
10142	5609	240039
10143	5610	53993
10144	5610	413672
10145	5611	286656
10146	5611	72026
10147	5611	578604
10148	5611	207173
10149	5611	453051
10150	5612	501651
10151	5612	423597
10152	5612	202145
10153	5612	547750
10154	5612	131108
10155	5613	152839
10156	5613	582708
10157	5613	151803
10158	5614	480225
10159	5614	445782
10160	5616	391291
10161	5617	256803
10162	5617	341252
10163	5619	285864
10164	5619	558628
10165	5620	448784
10166	5620	171510
10167	5620	329552
10168	5620	548740
10169	5623	317399
10170	5625	217991
10171	5628	365899
10172	5628	5953
10173	5628	572426
10174	5630	225245
10175	5630	592670
10176	5630	11126
10177	5630	153088
10178	5632	300242
10179	5632	263542
10180	5632	6643
10181	5633	123718
10182	5633	87922
10183	5633	299367
10184	5634	161153
10185	5634	135405
10186	5634	69915
10187	5635	431136
10188	5635	427805
10189	5635	373226
10190	5636	91838
10191	5636	495482
10192	5636	525386
10193	5636	270952
10194	5636	526096
10195	5636	409647
10196	5636	276163
10197	5636	335808
10198	5636	541450
10199	5637	25029
10200	5638	580085
10201	5638	171964
10202	5638	558286
10203	5641	156467
10204	5642	589531
10205	5642	4006
10206	5643	479558
10207	5643	196295
10208	5646	200972
10209	5646	426510
10210	5646	516413
10211	5647	446454
10212	5648	550558
10213	5648	426550
10214	5649	384968
10215	5649	14699
10216	5649	592915
10217	5649	238833
10218	5649	76786
10219	5649	307082
10220	5649	72717
10221	5649	348079
10222	5650	315157
10223	5652	256239
10224	5652	534333
10225	5652	2656
10226	5652	309940
10227	5653	588247
10228	5654	596957
10229	5654	84797
10230	5654	340287
10231	5654	428578
10232	5654	115935
10233	5654	19702
10234	5656	551275
10235	5656	67379
10236	5656	396540
10237	5657	487010
10238	5657	83695
10239	5657	376286
10240	5657	472031
10241	5657	357790
10242	5659	118800
10243	5660	441227
10244	5660	331255
10245	5665	303432
10246	5665	105801
10247	5665	589103
10248	5665	111921
10249	5665	391834
10250	5667	291914
10251	5667	177028
10252	5667	378872
10253	5668	149211
10254	5668	91430
10255	5668	71029
10256	5670	583803
10257	5670	41012
10258	5670	269226
10259	5671	435951
10260	5671	436020
10261	5672	258745
10262	5672	423163
10263	5673	266397
10264	5673	188384
10265	5673	254245
10266	5674	384747
10267	5674	210972
10268	5674	485008
10269	5674	553718
10270	5677	461177
10271	5677	340831
10272	5678	11184
10273	5678	496096
10274	5682	288617
10275	5683	173026
10276	5683	448690
10277	5684	27891
10278	5686	312893
10279	5687	291460
10280	5687	444246
10281	5689	288823
10282	5689	202230
10283	5689	464173
10284	5689	397455
10285	5692	223405
10286	5692	90902
10287	5692	462481
10288	5692	287876
10289	5692	413955
10290	5692	169220
10291	5692	171196
10292	5692	340842
10293	5692	454937
10294	5692	173431
10295	5692	88351
10296	5692	253880
10297	5692	171712
10298	5693	466972
10299	5693	308294
10300	5693	223823
10301	5694	70657
10302	5694	118485
10303	5694	410117
10304	5694	218293
10305	5696	4794
10306	5697	495473
10307	5700	591089
10308	5700	154927
10309	5701	552106
10310	5703	515191
10311	5703	30072
10312	5703	215410
10313	5703	7814
10314	5703	367014
10315	5704	178028
10316	5708	273820
10317	5709	135227
10318	5709	39151
10319	5709	38906
10320	5709	159844
10321	5709	271516
10322	5709	468501
10323	5709	48415
10324	5710	232311
10325	5711	173545
10326	5711	326532
10327	5711	145673
10328	5711	590811
10329	5711	218579
10330	5712	344859
10331	5712	355745
10332	5712	71038
10333	5712	185047
10334	5715	498356
10335	5715	226748
10336	5716	287327
10337	5716	438740
10338	5716	374211
10339	5716	561937
10340	5716	298676
10341	5717	405301
10342	5718	505474
10343	5718	350887
10344	5718	537276
10345	5718	296591
10346	5718	391083
10347	5718	253530
10348	5719	60233
10349	5723	474573
10350	5723	65532
10351	5724	374243
10352	5724	109852
10353	5724	299422
10354	5724	44037
10355	5726	248091
10356	5726	232811
10357	5726	574065
10358	5726	268895
10359	5727	27962
10360	5727	141596
10361	5727	305523
10362	5727	158310
10363	5728	214878
10364	5728	282725
10365	5728	133735
10366	5728	337765
10367	5729	462183
10368	5729	121505
10369	5729	243520
10370	5731	252859
10371	5732	14745
10372	5732	543193
10373	5733	220176
10374	5733	170167
10375	5734	317662
10376	5734	23420
10377	5735	37070
10378	5735	219661
10379	5735	174336
10380	5735	191250
10381	5739	124762
10382	5739	132361
10383	5739	246109
10384	5740	93519
10385	5740	311011
10386	5740	468879
10387	5740	106832
10388	5740	140307
10389	5740	260959
10390	5740	216708
10391	5740	542974
10392	5740	121905
10393	5740	213165
10394	5740	99658
10395	5741	259081
10396	5741	25943
10397	5743	305065
10398	5743	63422
10399	5746	211765
10400	5746	529324
10401	5752	480811
10402	5754	170628
10403	5754	532485
10404	5754	176254
10405	5754	276960
10406	5754	501056
10407	5755	300412
10408	5755	581056
10409	5755	156195
10410	5758	369075
10411	5760	3533
10412	5761	56794
10413	5761	14083
10414	5761	275237
10415	5762	292159
10416	5762	338727
10417	5763	89964
10418	5763	515361
10419	5763	462019
10420	5765	121622
10421	5765	303810
10422	5765	289656
10423	5765	2205
10424	5767	384175
10425	5770	127487
10426	5770	373204
10427	5770	111827
10428	5770	34882
10429	5770	421992
10430	5772	540986
10431	5773	591230
10432	5773	301570
10433	5774	135052
10434	5775	27670
10435	5775	313935
10436	5776	447478
10437	5776	538734
10438	5777	1203
10439	5777	274835
10440	5777	339875
10441	5780	275127
10442	5782	172084
10443	5782	379891
10444	5782	319773
10445	5782	448614
10446	5782	595455
10447	5783	159471
10448	5784	377112
10449	5784	336381
10450	5784	5975
10451	5784	216990
10452	5784	400931
10453	5784	390066
10454	5787	524472
10455	5787	415425
10456	5787	309074
10457	5787	246484
10458	5787	390744
10459	5787	393883
10460	5787	198683
10461	5788	36086
10462	5789	229633
10463	5790	134794
10464	5791	99810
10465	5791	577221
10466	5792	475042
10467	5797	289441
10468	5797	321207
10469	5798	501433
10470	5798	243809
10471	5800	220327
10472	5802	539867
10473	5804	260838
10474	5804	592979
10475	5804	74497
10476	5805	322427
10477	5805	322249
10478	5806	426223
10479	5806	121145
10480	5807	524789
10481	5808	251824
10482	5810	114857
10483	5811	537508
10484	5812	565010
10485	5812	536262
10486	5812	69995
10487	5812	188672
10488	5813	30585
10489	5814	116631
10490	5814	330276
10491	5814	292602
10492	5814	436044
10493	5815	313872
10494	5815	188982
10495	5815	580168
10496	5817	478966
10497	5817	487975
10498	5818	560025
10499	5820	111131
10500	5820	298796
10501	5820	222663
10502	5820	387008
10503	5822	576651
10504	5822	295199
10505	5822	192647
10506	5822	120935
10507	5822	70231
10508	5822	4780
10509	5822	186206
10510	5822	55680
10511	5826	264408
10512	5826	561282
10513	5826	155379
10514	5826	88546
10515	5826	13715
10516	5826	45509
10517	5826	172736
10518	5826	361905
10519	5827	244115
10520	5827	476257
10521	5827	541823
10522	5828	281495
10523	5830	513942
10524	5830	5573
10525	5831	494660
10526	5831	270269
10527	5832	564675
10528	5832	462440
10529	5832	100121
10530	5834	61853
10531	5835	189587
10532	5835	589607
10533	5835	150927
10534	5835	576097
10535	5836	13511
10536	5836	590693
10537	5837	384819
10538	5837	17954
10539	5837	117790
10540	5840	41262
10541	5840	91911
10542	5841	445887
10543	5841	475192
10544	5841	112271
10545	5841	494148
10546	5841	431840
10547	5842	211308
10548	5843	298224
10549	5843	520217
10550	5844	103147
10551	5844	352588
10552	5844	575408
10553	5845	276955
10554	5845	338532
10555	5849	597681
10556	5849	210707
10557	5849	32199
10558	5849	325235
10559	5850	231416
10560	5850	298014
10561	5850	123216
10562	5850	521144
10563	5850	984
10564	5850	561958
10565	5850	83625
10566	5850	390374
10567	5853	284318
10568	5853	476663
10569	5853	160105
10570	5853	495699
10571	5853	439459
10572	5853	473647
10573	5853	431811
10574	5853	424598
10575	5854	395812
10576	5854	138696
10577	5854	484291
10578	5855	176384
10579	5856	496458
10580	5856	431536
10581	5856	290568
10582	5856	362765
10583	5857	556295
10584	5860	531346
10585	5860	19884
10586	5860	190590
10587	5860	149013
10588	5860	243910
10589	5861	256950
10590	5861	494992
10591	5861	419986
10592	5861	516629
10593	5861	253960
10594	5862	130209
10595	5862	269898
10596	5862	170141
10597	5862	562511
10598	5865	581054
10599	5865	240236
10600	5865	71204
10601	5866	380351
10602	5866	319800
10603	5866	298866
10604	5871	279845
10605	5871	551424
10606	5871	263949
10607	5872	109148
10608	5872	9478
10609	5873	474690
10610	5873	444897
10611	5874	547533
10612	5874	89872
10613	5874	60163
10614	5876	183497
10615	5876	281865
10616	5877	415097
10617	5877	416382
10618	5877	60846
10619	5877	132798
10620	5877	72730
10621	5878	34480
10622	5878	426269
10623	5878	171228
10624	5878	37823
10625	5878	96345
10626	5878	347865
10627	5878	369134
10628	5878	505213
10629	5878	77570
10630	5878	133194
10631	5878	447524
10632	5878	187791
10633	5878	190800
10634	5878	547682
10635	5879	421705
10636	5879	174404
10637	5879	308010
10638	5879	264126
10639	5882	440522
10640	5882	489539
10641	5882	121560
10642	5882	304971
10643	5883	33350
10644	5883	490648
10645	5883	599499
10646	5883	243065
10647	5883	343208
10648	5883	241326
10649	5883	188015
10650	5883	340484
10651	5883	194382
10652	5883	552792
10653	5883	324269
10654	5883	206449
10655	5883	320703
10656	5884	296612
10657	5884	512452
10658	5884	54932
10659	5885	338606
10660	5885	100039
10661	5888	336792
10662	5888	540806
10663	5889	473538
10664	5889	25906
10665	5889	382442
10666	5890	124699
10667	5890	111466
10668	5890	275593
10669	5891	47015
10670	5891	522532
10671	5892	160787
10672	5892	104740
10673	5892	417838
10674	5894	113844
10675	5894	511159
10676	5894	90603
10677	5894	535470
10678	5894	535793
10679	5894	334313
10680	5895	149357
10681	5895	293179
10682	5895	379116
10683	5895	374266
10684	5896	367272
10685	5896	230948
10686	5896	368504
10687	5896	303177
10688	5897	282376
10689	5900	253803
10690	5900	350082
10691	5900	160170
10692	5900	171189
10693	5900	509064
10694	5902	307767
10695	5902	368247
10696	5902	313255
10697	5902	509739
10698	5902	18483
10699	5903	231863
10700	5904	26548
10701	5904	39676
10702	5905	509535
10703	5906	409907
10704	5906	15172
10705	5909	506567
10706	5909	340653
10707	5910	105889
10708	5911	402705
10709	5912	258247
10710	5912	39495
10711	5913	117509
10712	5913	371560
10713	5914	393629
10714	5915	317945
10715	5915	263518
10716	5916	494323
10717	5918	403826
10718	5918	501838
10719	5922	260384
10720	5922	228217
10721	5922	462921
10722	5922	287846
10723	5923	565777
10724	5923	13822
10725	5923	396097
10726	5923	595298
10727	5925	77212
10728	5928	39772
10729	5928	471501
10730	5928	414932
10731	5928	259456
10732	5930	35500
10733	5930	277760
10734	5930	114214
10735	5931	365025
10736	5931	394924
10737	5931	76466
10738	5932	467373
10739	5932	66460
10740	5933	171642
10741	5933	53678
10742	5933	599182
10743	5933	172838
10744	5933	365632
10745	5934	425352
10746	5934	307807
10747	5934	463992
10748	5934	277971
10749	5934	162723
10750	5934	148271
10751	5935	179052
10752	5935	531299
10753	5937	192641
10754	5937	507151
10755	5938	192125
10756	5938	134430
10757	5939	162389
10758	5940	486243
10759	5940	433827
10760	5940	93936
10761	5943	321108
10762	5943	5846
10763	5945	141622
10764	5945	247343
10765	5945	125497
10766	5945	545327
10767	5946	139699
10768	5946	5572
10769	5946	449500
10770	5946	473776
10771	5946	535110
10772	5946	191080
10773	5947	472936
10774	5947	167702
10775	5947	91040
10776	5947	78267
10777	5948	430974
10778	5948	79410
10779	5951	418034
10780	5951	259777
10781	5951	31663
10782	5951	151774
10783	5951	374480
10784	5951	473765
10785	5951	298065
10786	5951	596834
10787	5951	497260
10788	5952	386864
10789	5954	347050
10790	5956	213182
10791	5956	414062
10792	5957	173052
10793	5957	201272
10794	5957	8003
10795	5958	315930
10796	5958	345052
10797	5958	246114
10798	5960	577062
10799	5960	391063
10800	5960	570993
10801	5961	530987
10802	5961	319052
10803	5962	433210
10804	5962	347510
10805	5962	42984
10806	5963	484981
10807	5963	374730
10808	5964	286843
10809	5964	376236
10810	5964	402503
10811	5964	283566
10812	5965	256042
10813	5965	158918
10814	5966	274147
10815	5966	271023
10816	5966	34308
10817	5966	408029
10818	5966	86864
10819	5966	368872
10820	5966	297898
10821	5966	384098
10822	5966	209249
10823	5966	47054
10824	5966	248206
10825	5966	409147
10826	5968	81328
10827	5969	415738
10828	5969	272093
10829	5969	222924
10830	5970	181608
10831	5970	546568
10832	5970	168453
10833	5976	215620
10834	5977	176335
10835	5977	278607
10836	5977	446948
10837	5977	177912
10838	5981	564554
10839	5981	245532
