	qid	question	timestamp
3178	4882	Is there a law or regulation that governs the maximum allowable interest amount that can be charged on credit cards or in agreements where credit is extended?	Jun 27 '10 at 23:21
3179	4883	Mortgage loan plus home loan	Oct 2 '12 at 4:22
3180	4885	Who are the real big share holders of $AMDA?	Apr 13 '16 at 8:16
3181	4886	How can I transfer and consolidate my 401k's and other options?	Sep 15 '14 at 20:42
3182	4887	total of all dividend payments for a particular company	Jul 22 '15 at 4:14
3183	4888	Why does low interest rate prevent bankruptcy and foreclosure?	Jul 7 '13 at 3:57
3184	4889	Canada: New mortgage qualification rules, 2010: Why, what, & when in effect?	Feb 16 '10 at 23:08
3185	4890	Am I liable for an auto accident if I'm a cosigner but not on the title, registration, or insurance policy?	May 22 '16 at 19:37
3186	4893	Are junk bonds advisable to be inside a bond portfolio that has the objective of generating stable income for a retiree?	Sep 23 '15 at 12:41
3187	4894	Is there a free, online stock screener for UK stocks? 	Jul 22 '13 at 13:25
3188	4895	Which account type to use for claimable expense I pay upfront for my employer?	Mar 16 '14 at 13:09
3189	4896	Can I borrow against my IRA to pay off debt or pay for a car?	Jan 27 '12 at 4:27
3190	4897	What does a stock's quoted value represent?	Jul 4 at 21:42
3191	4898	Why are big companies like Apple or Google not included in the Dow Jones Industrial Average (DJIA) index?	May 4 '16 at 23:12
3192	4899	How does a TFSA work? Where does the interest come from?	Sep 4 '14 at 20:31
3193	4900	How to calculate lump sum required to generate desired monthly income?	Jun 25 '12 at 15:05
3194	4902	Why does ExxonMobil's balance sheet show more liabilities than assets?	Sep 11 '15 at 3:43
3195	4903	Understanding stock market terminology	Oct 14 '15 at 10:59
3196	4904	What assets does the term “security” encompass?	Aug 22 '13 at 20:19
3197	4905	what are the pros and cons of structured deposits?	Jul 5 '12 at 17:01
3198	4906	Analyze stock value	Nov 23 '14 at 8:39
3199	4907	What could be the cause of a extreme high/low price in after hours market?	Dec 4 '14 at 5:38
3200	4909	How to calculate the number of months until a loan is paid off (given principal, APR and payment amount)?	May 31 '16 at 9:46
3201	4910	Do options always expire on third Friday of every month	Oct 24 '14 at 2:03
3202	4912	How to calculate interest payments without EBIT	Sep 18 '15 at 9:15
3203	4913	Financial implications of purchasing a first home?	Aug 3 '14 at 18:46
3204	4914	Should I use Mint.com?  Is it secure / trusted? [duplicate]	Apr 13 at 12:25
3205	4915	How will Hello Wallet benefit me? Is it worth the cost?	Jul 17 '11 at 21:53
3206	4916	What is the correct term to describe (shares owned * share value)?	Nov 26 '11 at 3:51
3207	4917	Car financed at 24.90% — what can I do?	Sep 4 '16 at 15:41
3208	4918	Re-financing/consolidating multiple student loans for medical school?	Jan 3 '14 at 14:59
3209	4920	Does financing a portfolio on margin affect the variance of a portfolio?	Jun 11 '11 at 16:26
3210	4921	What happens if I get approved for financing, but don't make the purchase?	Apr 12 at 1:04
3211	4922	Where can I find historical United States treasury note volume?	Jun 17 '13 at 4:24
3212	4923	(Arizona) Bought a car with financing, do I take it to DMV/DOT?	Feb 17 '15 at 2:10
3213	4925	Calculate price to earning and price to sale value for given dataset	Nov 12 '15 at 10:31
3214	4926	NYSE & NASDAQ: Mkt Cap: $1 billion+	May 6 '12 at 15:49
3215	4927	Where can one download or subscribe to end of day price data for Tokyo stocks?	Aug 6 '15 at 4:14
3216	4928	How and Where can I easily pull data for the Dow 30?	Jun 21 '13 at 11:01
3217	4929	Free Historical Commodity Prices in txt?	Sep 17 '10 at 15:12
3218	4932	Who sets the price and provides the quoted price values for stocks?	Apr 17 '12 at 19:35
3219	4933	Owner-Financed home sale or Land Contract — how to handle the transaction and the ongoing entity?	Sep 28 at 15:07
3220	4934	Why does a real estate seller get to know the financing arrangements of the buyer?	Nov 19 '16 at 5:02
3221	4935	Credit card interest calculator with grace period & different interest rate calculation methods?	Jan 15 '11 at 13:32
3222	4937	What is a 401(k) Loan Provision?	Sep 3 '12 at 18:44
3223	4938	Confused about google portfolio chart	Feb 20 '14 at 23:31
3224	4939	How can I find a list of all North American ETF's including symbols?	Jan 5 '15 at 18:41
3225	4940	Will a Barclaycard Visa help me in building up credit score?	Oct 3 '16 at 20:52
3226	4941	Loan for car buy “cash” (third party) or bank loan	Jan 7 at 17:46
3227	4942	find stock composition of a publicly traded fund	Feb 12 at 21:54
3228	4943	Negative properties of continuously compounded returns	Sep 11 '13 at 11:48
3229	4944	Working abroad in Australia, what is involved financially and administratively?	Feb 14 '10 at 16:36
3230	4945	In Canada, how bad must your credit be for a denial of a Secured Credit Card?	Feb 6 '16 at 12:52
3231	4946	Something looks off about Mitsubishi financial data 	May 19 '16 at 14:34
3232	4947	Get free option quotes	Apr 4 '14 at 20:59
3233	4948	I gave an incorrect account number to pay my income taxes	Apr 9 '14 at 18:52
3234	4949	Tax brackets in the US	Apr 13 '15 at 0:16
3235	4950	View asset/holdings breakdown within fund	Aug 25 at 20:52
3236	4951	How do I get a list of the top performing funds between two given dates?	Dec 7 '12 at 13:22
3237	4952	Organizing finances and assigning a number to each record type	Dec 11 '12 at 1:54
3238	4953	What does market cap (or market capitalization) mean?	Jan 8 '10 at 1:25
3239	4954	Average Price of a Stock	Feb 20 '16 at 21:46
3240	4955	How to calculate the value of a bond that is priced to yield X%	May 4 '16 at 3:13
3241	4956	What do these numbers mean for the S&P?	Oct 19 '12 at 14:43
3242	4957	Selling stocks - capital gains	May 15 '13 at 13:27
3243	4959	When a fund drops significantly, how can I research what went wrong? [duplicate]	Dec 25 '14 at 6:23
3244	4961	T-mobile stock: difference between TMUSP vs TMUS	Dec 10 '15 at 21:26
3245	4962	Net Cash Flows from Selling the Bond and Investing	Dec 30 '14 at 3:00
3246	4963	Some questions about investing [duplicate]	Apr 13 at 12:25
3247	4964	Is it possible to buy UK Consols (perpetuities)?	Apr 27 '14 at 17:43
3248	4965	Do budgeting % breakdowns apply globally?	Jul 16 '16 at 20:09
3249	4966	In today's low interest environment, is it generally more economical to buy or lease a new car in the US?	Oct 23 '15 at 16:44
3250	4968	Reasons behind a large price movement of a penny stock without any recent news releases?	Jan 13 '14 at 4:56
3251	4969	GnuCash and ledger/hledger 	Jul 13 '15 at 3:04
3252	4970	Expecting to move in five years; how to lock mortgage rates?	Mar 29 at 4:43
3253	4971	Wisest option to pay for second career education	Oct 29 '15 at 3:04
3254	4972	How to compute for losses in an upside down trade-in of a financed car?	Aug 19 '16 at 18:55
3255	4973	Currency exchange problem	Nov 18 '13 at 23:18
3256	4974	Calculating the Free Cash Flow (FCF)	Jan 12 '16 at 19:03
3257	4975	Solid reading/literature for investment/retirement/income taxes?	Sep 13 '11 at 20:03
3258	4976	Can I use an HSA to pay financed payments for LASIK?	Jul 7 '14 at 23:13
3259	4977	Auto loan and student loan balance	May 7 '15 at 18:57
3260	4978	Multi-year profit/tax question	Oct 16 '12 at 17:19
3261	4979	Price difference among shares in Hong Kong and Shang Hai	Sep 14 '10 at 14:04
3262	4980	Where do online stock brokers get their real-time data from?	Apr 16 at 18:45
3263	4981	Where can I find open source portfolio management software? 	Apr 13 at 12:25
3264	4982	What to make of historical stock market volatility?	Oct 21 '11 at 17:25
3265	4983	Effective interest rate for mortgage loan	Aug 19 at 11:52
3266	4984	How to calculate the price of a bond based with a yield to Maturity, term and annual interest?	Sep 27 at 2:38
3267	4985	How can I compare the performance of a high dividend funds with other funds and or an index	Jul 14 '15 at 15:57
3268	4986	Website for managing personal cash inflow and outflow, applicable to India? 	Apr 13 at 12:25
3269	4987	What happened to buyers of ABT right before the split?	Feb 7 '13 at 7:15
3270	4988	Fair Value of a monthly payment given two Bank Payment structures	Nov 21 '13 at 3:44
3271	4989	Is there any reason not to put a 35% down payment on a car?	Mar 24 '15 at 0:31
3272	4991	What's the best use for this money? Its only a small amount but can make a big difference to me	Jul 14 '15 at 15:17
3273	4992	How and where to get the time series of the values USDEUR?	Jan 17 '14 at 8:05
3274	4993	Does it make sense to refinance a 30 year mortgage to 15 years?	Jun 3 '14 at 13:36
3275	4994	Biggest stock price gain vs. biggest mkt cap gain	Jul 12 '16 at 17:15
3276	4995	Books, Videos, Tutorials to learn about different investment options in the financial domain	Jan 23 '11 at 0:38
3277	4996	Currently a Microsoft Money user on PC, need a replacement suitable for Mac	Dec 28 '12 at 20:06
3278	4997	Ideas on how to invest a relatively small amount of British pounds	Sep 14 '14 at 13:38
3279	4999	Looking for a good source for Financial Statements	Jul 21 '14 at 21:08
3280	5000	If I have AD&D through my employer, should I STILL purchase term life insurance?	Apr 2 '11 at 3:14
3281	5002	Can you please explain what the information in this stock quote means?	Jul 29 '11 at 12:42
3282	5003	How do you access an OFX server?	Feb 15 '11 at 23:07
3283	5005	What is a good service that will allow me to practice options trading with a pretend-money account? 	Jun 4 '14 at 15:50
3284	5006	Investment for beginners in the United Kingdom	Feb 6 at 12:08
3285	5007	Stock Dividends & Splits: Are they always applied over night?	Sep 30 '16 at 20:05
3286	5008	What is the ticker symbol for “Vanguard Target Retirement 2045 Trust Plus”?	Oct 13 '15 at 19:45
3287	5009	Pay bill now or later?	Nov 20 '15 at 5:06
3288	5010	What does negative Total Equity means in McDonald's balance sheet?	Sep 20 at 16:52
3289	5011	still have mortgage on old house to be torn down- want to build new house	Nov 15 at 21:31
3290	5012	Financing a vehicle a few months before I expect to apply for a mortgage?	Jan 27 '12 at 4:24
3291	5013	Is there a term for total money owed to you?	Jan 30 '16 at 14:37
3292	5014	Am I entitled to get a maintenance loan?	Mar 11 '14 at 21:40
3293	5015	Rate of change of beta	Jun 28 '13 at 2:48
3294	5017	I'm an American in my mid 20's. Is there something I should be doing to secure myself financially?	Oct 11 '10 at 4:23
3295	5019	Recommendation for learning fundamental analysis?	Jun 19 '12 at 16:44
3296	5021	Is there a more flexible stock chart service, e.g. permitting choice of colours when comparing multiple stocks?	Jan 10 '14 at 20:26
3297	5022	Which institutions in Canada offer true read-only guest accounts?	Oct 29 '11 at 22:29
3298	5023	Can I profit from selling a PUT on BBY?	Jun 3 '11 at 16:24
3299	5024	Am I eligible for a student maintenance loan?	Jan 26 '14 at 13:10
3300	5025	Possible pro-rated division of asset strategies without a prenup?	May 4 '12 at 12:04
3301	5026	OTC Markets, Time, and Trading	Jul 22 '13 at 20:59
3302	5027	valuing options	Apr 4 '15 at 23:02
3303	5028	Is it wise to invest in bond fund when interest rates are low?	Sep 23 '15 at 13:01
3304	5029	Reinvesting earnings increases the book value of equity?	Jun 22 '16 at 20:10
3305	5030	Why pay for end-of-day historical prices?	Jun 27 '13 at 22:31
3306	5031	Margin when entered into a derivative contract	Jul 5 '12 at 21:40
3307	5032	When I ask a broker to buy stock, what does the broker do?	Jul 26 '16 at 10:02
3308	5033	Where is “Cash Credit from Unsettled Activity” coming from?	Feb 15 '16 at 5:01
3309	5034	Who performs the blocking on a Visa card?	Apr 9 '14 at 3:19
3310	5035	How can I find out what percentage the publicly traded shares (float) are of the total company?	Feb 23 '12 at 23:51
3311	5036	Identity theft?	Mar 30 at 12:15
3312	5037	Are the AARP benefits and discounts worth the yearly membership cost?	Feb 11 '12 at 15:43
3313	5038	Online sites for real time bond prices	Feb 1 '14 at 21:52
3314	5039	Why does a long/purchased call option have a long position in the option itself?	Jul 15 '14 at 13:38
3315	5040	Rate of return of stock index	Aug 31 '15 at 9:41
3316	5041	Mortgage loan and move money to US	Nov 20 '14 at 7:59
3317	5042	Why do some companies (like this company) have such a huge per share price?	Feb 8 '16 at 11:10
3318	5043	How do used vehicle exchange programs at car dealerships work?	Mar 14 '15 at 1:08
3319	5044	How to find trailing 5-year stock returns for 1980s?	Oct 29 '10 at 16:11
3320	5045	Why are we taxed on revenue and companies on profit? 	Aug 15 at 8:35
3321	5047	Need a loan to buy property in India. What are my options?	Aug 25 '14 at 15:53
3322	5048	I'm upside down on my car loan and need a different car, what can I do?	Jun 23 '14 at 4:28
3323	5049	Should I use my non-tax advantaged investment account to pay off debt?	Jun 1 '15 at 15:17
3324	5050	Rollover 401k into Roth IRA?	Mar 7 '16 at 23:36
3325	5051	Is there any reason not to buy points when re-financing with intent not to sell for a while?	Oct 20 at 17:34
3326	5052	Using multiple bank accounts	Sep 3 '15 at 1:05
3327	5053	What is this fund?	May 12 at 16:04
3328	5054	How to stress test an investment plan?	Feb 20 at 19:52
3329	5055	Does re-financing an FHA-insured mortgage incur the UFMIP again?	Apr 21 '12 at 4:03
3330	5056	How to get 0% financing for a car, with no credit score?	Jan 18 '14 at 20:02
3331	5057	Can a Line of Credit be re-financed? Is it like a mortgage, with a term?	Jan 26 '10 at 22:36
3332	5059	Who could afford a higher annual deductible who couldn't afford a higher monthly payment?	May 9 '11 at 12:25
3333	5060	Loan math problem	Jul 24 '14 at 18:29
3334	5061	What fiscal scrutiny can be expected from IRS in early retirement?	Aug 4 '15 at 14:46
3335	5062	help with how a loan repayment is calculated	Jul 22 '15 at 13:27
3336	5063	Effective Interest Rate from bifurcated interest rate	Dec 16 '15 at 8:03
3337	5064	How much should a graduate student attempt to save?	Jul 30 '12 at 18:59
3338	5065	When to hire an investment professional?	Nov 25 '11 at 2:17
3339	5066	How do annual risks translate into long-term risks?	Mar 22 '16 at 8:34
3340	5067	LLC: Where should the funds for initial startup costs come from?	May 22 '15 at 12:06
3341	5068	My mother's name is on my car title, how can I protect my ownership of the car in the event of her death?	Oct 13 '15 at 5:47
3342	5069	Guide to save money in all-time life	Jul 31 at 8:22
3343	5070	Is a car loan bad debt?	May 1 '15 at 15:42
3344	5071	Should I make partial pre-payments on an actuarial loan?	Jan 28 '15 at 14:59
3345	5072	How long to wait before refinancing a high interest car loan, after improving credit history?	Jan 10 '12 at 23:24
3346	5073	Where can I find historic performance data on Barclays Aggregate Canadian Bond Index?	Sep 30 '12 at 3:52
3347	5075	give free budgeting advice	Nov 19 '11 at 23:13
3348	5076	What if you get pre-approved for a mortgage but don't find a house in the pre-approval timeframe?	Apr 17 '12 at 19:29
3349	5077	What is meant by the term “representative stock list” here?	Jan 11 at 20:07
3350	5078	moving family deposits away from Greece (possibly in UK)	Dec 2 '10 at 10:07
3351	5079	Are there good investment options to pay off student loans?	Jan 23 at 21:53
3352	5080	Is there a standard or best practice way to handle money from an expiring UTMA account?	Mar 16 '15 at 3:54
3353	5081	Credit card transactions for personal finances	Feb 4 '12 at 1:15
3354	5082	Where can I get interesting resources on Commodities?	Jun 9 '12 at 13:56
3355	5083	Co-signer deceased	Apr 19 '16 at 23:21
3356	5084	Strange values in ARM.L price data 1998-2000 from Yahoo	Jan 7 '16 at 16:02
3357	5085	What is vested stock and yearly dividends?	Apr 9 '15 at 22:06
3358	5086	Mortgage loan implications when tearing down existing house and building new one?	Jan 17 at 16:15
3359	5087	How to invest 100k	Aug 30 '10 at 13:49
3360	5088	How to calculate the closing price percentage change for a stock?	Oct 13 '13 at 16:54
3361	5089	Why doesn't GnuCash auto-reconcile non-bank accounts?	Jul 5 '15 at 21:41
3362	5090	Should I take a student loan to pursue my undergraduate studies in France? 	Jun 17 at 11:01
3363	5091	Is there a term that better describes a compound annual growth rate (CAGR) when it is negative?	May 23 '13 at 20:52
3364	5092	How do I buy bundled insurance policies?	Jul 17 at 5:28
3365	5093	What forms (S-1, 8-K, etc) and keywords in news headlines signify dilution?	Oct 5 '15 at 3:29
3366	5094	Unable to understand logic behind why there is no exit load on liquid fund	Feb 5 '16 at 9:09
3367	5096	What effect will the financial reform bill have on everyday Americans?	Jun 27 '10 at 23:21
3368	5097	Strategy to pay off car loan before selling the car	May 9 '16 at 17:10
3369	5098	Stock trading models that use fundamental analysis, e.g. PEG ratios?	Oct 17 '15 at 21:42
3370	5099	Calculate APR for under 1 year loan	Jun 28 '12 at 16:57
3371	5100	Why is the volume highest at the beginning and end of a trading day?	Dec 1 '13 at 20:57
3372	5101	How are shares used, and what are they, physically?	Apr 3 '12 at 6:13
3373	5102	What is the preferred way to set up personal finances?	Dec 23 '15 at 6:13
3374	5103	Why would parents, of a young adult without dependents, not profit from the young adult's Term Life Insurance?	Apr 13 at 12:25
3375	5104	Standard Deviation with Asset Prices?	Jun 10 '11 at 13:10
3376	5105	Mortgage company withholding insurance proceeds	Mar 19 at 19:04
3377	5106	Can my spouse be the primary signer on my car's loan?	Nov 10 at 4:20
3378	5108	2 UAN Numbers allotted to my PAN Number	Jan 10 at 8:37
3379	5109	How can I remove the movement of the stock market as a whole from the movement in price of an individual share?	Mar 7 '11 at 22:19
3380	5110	Why does shorting a call option have potential for unlimited loss?	Oct 21 '14 at 3:11
3381	5111	Will refinancing my auto loan hurt my mortgage approval or help it?	Jan 11 '16 at 17:07
3382	5113	What Happens to Cofounders' Shares when they IPO?	Jul 25 at 11:49
3383	5114	Can someone help me understand my student loans?	Jul 5 '12 at 21:37
3384	5115	Paying off loans early, or is there some way to reduce extortionate interest charges?	Dec 28 '09 at 16:31
3385	5116	Easiest way to diversify savings	Jun 16 '16 at 11:39
3386	5118	Is there a significant danger to market orders as opposed to limit orders?	Mar 12 '14 at 9:53
3387	5119	Why is a stock dividend considered a dividend? What makes it different from a stock split?	Sep 18 '15 at 9:28
3388	5120	Are the “debt reduction” company useful?	Apr 2 '15 at 5:53
3389	5121	I thought student loans didn't have interest, or at least very low interest? [UK]	Sep 20 '10 at 23:11
3390	5122	Annuities question - Equations of value	Sep 24 '15 at 6:39
3391	5124	Where can you find dividends for Australian Stock Market Shares (ASX) for more than 2 years of data? 	Jul 2 '14 at 4:43
3392	5125	Regarding Australian CBS takeover of TEN	Oct 13 at 9:16
3393	5126	Take car loan out of mortgage to improve equity	Jun 23 '16 at 14:37
3394	5127	Want to buy expensive product online. Credit line on credit cards not big enough. How do “Preferred Account” programs work?	Dec 8 '12 at 18:20
3395	5128	I'm halfway through a 5-year purchase financing deal on my car. It's expensive. Can I sell it and get a cheaper car?	Apr 22 '10 at 2:16
3396	5129	The penalty on early redemption of a personal loan	Mar 24 '16 at 14:58
3397	5131	Car dealer saying that they cannot see any credit information for my co-applicant. Could this be a scam?	Jul 20 at 19:21
3398	5132	How can someone with a new job but no credit history get a loan to settle another debt?	Mar 19 '14 at 5:43
3399	5134	Why does Yahoo Finance's data for a Vanguard fund's dividend per share not match the info from Vanguard?	Jun 16 '14 at 23:49
3400	5135	Can I add PMI to my principal balance when I take out a mortgage?	Aug 29 '13 at 12:23
3401	5137	Can my federal adjusted gross income differ by $1 between my federal and state returns?	Mar 29 '15 at 20:45
3402	5139	FICA was not withheld from my paycheck	Mar 7 at 3:10
3403	5141	Can I get a tax deduction for PMI?	Jan 30 '12 at 12:41
3404	5142	How do I set up my finances when first moving out?	Oct 22 '12 at 1:18
3405	5143	How do I cash in physical stock certificates? (GM 1989)	Feb 23 at 6:41
3406	5145	Do stock prices drop due to dividends?	Sep 28 '11 at 15:46
3407	5147	I'm 23, living at home, and still can't afford my own property. What could I do?	Aug 10 '10 at 19:15
3408	5148	Priced out of London property market. What are my accommodation investment options?	Feb 11 '14 at 13:39
3409	5149	What is a mutual fund “high water mark” and how does it affect performance fees?	Jul 10 '15 at 15:14
3410	5150	What credit card information are offline US merchants allowed to collect for purposes other than the transaction? 	Sep 30 '16 at 0:45
3411	5151	Calculating savings from mortgage interest deduction vs. standard deduction?	Sep 11 '11 at 16:28
3412	5152	What drives the value of a stock? [duplicate]	Oct 14 '16 at 13:42
3413	5153	Auto insurance on new car	Apr 29 at 14:47
3414	5155	For insurance, why should you refuse $4,000/year for only 10 years and prefer $500/year indefinitely?	Mar 26 '16 at 11:44
3415	5156	Auto Loan and Balance Transfer	Jul 31 at 23:13
3416	5158	Advice on low-risk long-term strategy for extra cash?	Oct 13 '12 at 12:11
3417	5159	Put a dollar value on pensions?	Dec 14 '11 at 21:11
3418	5160	Should I use a bank or a credit union for my savings account?	Dec 9 '14 at 20:26
3419	5165	I have savings and excess income. Is it time for me to find a financial advisor?	Aug 30 '16 at 16:37
3420	5166	Where can one graph portfolio performance over time?	Jul 22 '14 at 17:50
3421	5167	What is an accounting term that factors growth as a function of time and discount rate?	Sep 6 at 16:32
3422	5168	How can we get a hold of our finances again, with much less time to spend on accounting and budgeting, due to the arrival of our child?	Jan 3 at 6:53
3423	5169	How do I interpret these income tax numbers for Chinese public company Dangdang Inc. (DANG)?	Aug 10 '11 at 13:36
3424	5172	does interest payment on loan stay the same if I pay early	Jul 7 '16 at 21:19
3425	5174	Should I try to negotiate a signing bonus?	Apr 13 at 12:25
3426	5175	Home insurance score drastically decreases after car insurance claim?	Dec 26 '13 at 15:13
3427	5177	GnuCash register reimbursements	Jan 27 '16 at 9:27
3428	5178	Formula that predicts whether one is better off investing or paying down debt	Oct 17 '14 at 13:04
3429	5179	What is a formula for calculating equity accumulated while repaying car loan?	Sep 5 '13 at 19:21
3430	5180	Tax advantages of using 529 plans to save for child's education?	May 5 '13 at 13:47
3431	5183	Should I learn to do my own tax?	Jan 25 '14 at 18:15
3432	5184	How to search efficiently for financial institutions, credit cards, etc (At least in Canada)?	Jan 12 '15 at 22:36
3433	5185	Invest in low cost small cap index funds when saving towards retirement?	Apr 24 '11 at 3:34
3434	5187	Payroll taxes on exercised stock options	Mar 19 at 20:02
3435	5188	How to manage paying expenses when moving to a weekly pay schedule and with a pay increase?	Sep 29 '16 at 23:54
3436	5189	Thorough Description of Yield to Maturity?	Jul 18 at 11:10
3437	5191	Payment default penalties on annuities	Mar 24 '15 at 14:01
3438	5192	Investment for young expatriate professionals	Apr 13 at 12:25
3439	5193	Why does 'further borrowing' always mean permanent extra mortgage accounts?	Oct 14 '15 at 14:06
3440	5194	Which Novo Nordisk ticker is most tax efficient in a UK SIPP?	Feb 29 '16 at 16:16
3441	5195	mortgage vs car loan vs invest extra cash?	Jan 1 '15 at 14:44
3442	5196	I might use a credit card convenience check. What should I consider?	Dec 19 '11 at 17:45
3443	5197	Meaning of “credit”	Feb 18 '16 at 8:13
3444	5198	What exactly changes following a stock split? Why doesn't “Shares” (on the following SEC balance sheet) change?	Nov 8 '14 at 19:51
3445	5201	How to understand the caculation of interest for credit cards?	Apr 21 '12 at 1:34
3446	5202	institutional ownership — why is it so convoluted	Nov 2 '14 at 5:36
3447	5203	What is the meaning of Equal Housing Lender? Do non-banks need to display it?	Jan 6 '16 at 6:22
3448	5204	Valuation Spreadsheet	Jun 21 '16 at 15:45
3449	5205	How to quickly track daily cash expenses that don't come with a receipt?	Apr 13 at 12:25
3450	5206	Is it a good idea to get an unsecured loan to pay off a credit card that won't lower a high rate?	Mar 16 '11 at 20:59
3451	5207	Current accounts reward schemes and reciprocal standing orders?	Mar 21 at 12:05
3452	5210	What actions should I be taking to establish good credit scores for my children?	Jan 3 at 19:05
3453	5211	Resources to begin trading from home?	Jun 8 at 15:39
3454	5212	Investing Account Options	Sep 3 at 22:43
3455	5215	How do I apply for a mortgage after a cash closing on a property?	Aug 9 '13 at 17:50
3456	5218	Stocks: Where can I find a list of bankrupt/diluting stocks in the US? 	Sep 19 '15 at 17:05
3457	5219	How much of a down payment for a car should I save before purchasing it?	Aug 23 '10 at 12:03
3458	5222	Options for the intelligent but inexperienced	Apr 13 at 12:25
3459	5223	W-4 was not updated when moving from part-time to full-time, still showed Tax-Exempt. What happens now?	Mar 12 '16 at 4:06
3460	5224	Settling house with husband during divorce. Which of these two options makes the most sense?	Jun 20 '14 at 17:29
3461	5225	Calculating the value of an investors inventory	May 24 at 5:20
3462	5227	Wage earners of age ≥ 60 with dependents: What Life Insurance, if any, should they buy?	Mar 28 '16 at 2:44
3463	5228	How does the bank/IRS know whether a bank transfer over $14k is a gift or loan repayment?	Jul 18 at 20:20
3464	5231	Where to find CSV or JSON data for publicly traded companies listed with their IPO date?	Oct 12 '15 at 23:45
3465	5232	What is a straddle?	Feb 18 '16 at 8:56
3466	5233	What is Systematic about Systematic Investment Plan (SIP) and who invented it?	May 22 at 17:53
3467	5235	Leasing a car I intend to buy	Apr 13 at 12:25
3468	5236	Should I close unused credit cards before applying for another?	Oct 9 '12 at 20:23
3469	5237	Highstreet bank fund, custom ETF or Nutmeg?	Feb 16 '16 at 22:53
3470	5238	Unemployment Insurance Through Options	Dec 13 '15 at 16:20
3471	5239	Next steps for (not me): a recently-divorced single mom, in California, with a 2yr-old	Jan 9 '15 at 3:09
3472	5240	1099-MISC vs K-1 — duplicated numbers?	Mar 15 at 13:27
3473	5241	Mortgage vs. Cash for U.S. home buy now	Jul 5 '13 at 19:12
3474	5242	Construction loan for new house replacing existing mortgaged house?	Nov 15 '15 at 11:21
3475	5243	How to interpret stock performance charts “vs S&P 500”	Sep 6 at 12:35
3476	5244	What questions should I ask a mortgage broker when refinancing a condo in Wisconsin?	Jun 4 '14 at 11:46
3477	5245	Is socialtrend.com or/and feelthetrend.com legitimate? 	Apr 2 '12 at 15:31
3478	5246	My university has tranfered me money by mistake, and wants me to transfer it back	Nov 16 '16 at 5:31
3479	5247	Efficient International money transfer	Mar 15 at 8:50
3480	5251	How can the Samsung Upgrade Programme offer 0% APR?	Sep 14 at 18:43
3481	5252	What are some sources of information on dividend schedules and amounts?	May 23 '11 at 21:52
3482	5254	How do I calculate the quarterly returns of a stock index?	Aug 31 '15 at 9:39
3483	5255	Thrift Saving Plan (TSP) Share Price Charts	Feb 19 '16 at 4:30
3484	5257	If I plan to buy a car in cash, should I let the dealer know?	Jan 15 '15 at 8:52
3485	5258	Is there a good tool to view a stock portfolio's value as a graph?	Oct 13 '11 at 15:03
3486	5260	What is the equivalent of the QQQ in the UK for the FTSE 100?	Mar 29 '11 at 22:12
3487	5263	Better approach to close loans?	Sep 15 '14 at 18:50
3488	5264	Does a company's stock price give any indication to or affect their revenue?	Jul 31 at 16:10
3489	5266	How much financial information should a buyer give an estate agent?	Apr 24 '16 at 9:55
3490	5268	Why real estate investments are compared via “cap rate”?	Sep 23 '15 at 17:34
3491	5270	Free service for automatic email stock alert when target price is met? 	Aug 25 '10 at 12:21
3492	5271	Why are auto leases stubbornly strict about visa status and how to work around that?	Nov 13 '16 at 7:07
3493	5272	Is investing in housing considered an adequate hedge against inflation?	Mar 10 '14 at 21:45
3494	5274	What is this discrepency between Fidelity's and Google's stock price chart; large price spike?	Mar 21 at 19:40
3495	5275	Where can I find the dividend history for a stock?	Jan 19 '11 at 14:25
3496	5278	Overnight charges for brokers holding stocks?	Dec 18 '14 at 13:47
3497	5280	That “write your own mortgage” thing; how to learn about it	Jun 11 '16 at 21:39
3498	5283	What resources can I use to try and find out the name of the manager for a given fund?	Feb 9 '11 at 0:26
3499	5284	Is there an online cost-basis calculator that automatically accounts for dividend re-investments and splits? 	Jun 21 '11 at 3:03
3500	5286	Can GoogleFinance access total return data?	Apr 30 '13 at 16:48
3501	5288	Credit card grace period for pay, wait 1 day, charge?	Apr 13 at 12:25
3502	5289	Applying student loan proceeds toward tuition?	Oct 1 '16 at 20:16
3503	5290	Is a stock's trade size history publicly available? 	Sep 9 '15 at 19:15
3504	5291	Non-EU student, living in Germany, working for a Swiss company - taxes?	Jan 12 '16 at 11:30
3505	5292	Online tools for monitoring my portfolio gains/losses in real time?	Aug 13 '11 at 18:13
3506	5294	Walking away from an FHA loan	Mar 12 '14 at 7:44
3507	5295	Will Indian young ones lose 18% of their EPF with new tax as per Budget 2016?	Mar 4 '16 at 0:29
3508	5296	Why doesn't the market capitalization of a company match its acquisition price during a takeover?	Jun 19 at 2:54
3509	5297	Why is it in a company’s interest to have high stock prices? [duplicate]	Apr 13 at 12:25
3510	5299	What impact does trading in a car have on your credit score?	Jan 21 '15 at 17:01
3511	5303	Transfer car loan for better interest rate	Sep 13 '16 at 20:08
3512	5306	What's the best online tool that can track my entire portfolio including gains/losses? 	Jul 20 '11 at 13:53
3513	5310	InteractiveBrokers: How to calculate overnight commissions for CFD?	Jun 22 '16 at 13:29
3514	5313	Multiple hard inquiry for a single loan from car dealer?	Sep 30 '15 at 11:36
